bango_key,bango_definition_ordinal,skill_name,scope,client_level_bands_json,client_cumulative_max_grades_json,client_incremental_grade_counts_json,client_schedule_format,client_max_grade,schedule_state,legacy_position,legacy_schedule_format,match_method,comparison_classification,verification_status,free_upgrade_status,bango_grade_json_status,notes,provenance,source_file,source_line
monster-143,1,占쏙옙占싶쇽옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6543
monster-144,1,占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6544
monster-145,1,占식욕감占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6545
monster-146,1,占쏙옙占쏙옙占쌀바댐옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6546
monster-155,1,占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6550
monster-156,1,占쏙옙占\xbd?,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6553
monster-157,1,占쏙옙占쏙림,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6554
monster-158,1,占쏙옙占쏙옙占\xbd? 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6557
monster-159,1,占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6558
monster-160,1,占쏙옙占쏙옙화,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6561
monster-161,1,占쏙옙占쏙옙占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6564
monster-162,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6567
monster-163,1,占쎌갗占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6570
monster-164,1,占싱삼옙 占싹곤옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6573
monster-165,1,占쏙옙침,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6576
monster-166,1,占쌍몌옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6579
monster-167,1,占쏙옙占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6582
monster-168,1,占쌨쇽옙 占싹곤옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6583
monster-169,1,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6586
monster-170,1,占쏙옙占쏙옙 占쏘르占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6589
monster-171,1,占쏙옙占쏙옙화,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6592
monster-172,1,홀占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6595
monster-173,1,占쏙옙占쏙옙占쏙옙 占싹곤옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6597
monster-174,1,占싫몌옙 占쏙옙타,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6599
monster-175,1,占쏙옙占쏙옙 占쏙옙占\xbd?,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6602
monster-176,1,占쏙옙占쏙옙 占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6603
monster-177,1,占쏙옙占쏙옙풍,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6604
monster-178,1,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6605
monster-179,1,占쏙옙환占쏙옙 占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6608
monster-180,1,占쏙옙占쏙옙占쏙옙 占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6611
monster-181,1,占싶듸옙占쏙옙占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6612
monster-182,1,화占쏙옙占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6613
monster-183,1,占쏙옙占쏙옙占쏙옙 占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6614
monster-184,1,占싶듸옙占쏙옙占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6615
monster-185,1,화占쏙옙占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6616
monster-186,1,占쏙옙占쏙옙占쏙옙 占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6617
monster-187,1,占싶듸옙占쏙옙占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6618
monster-188,1,화占쏙옙占쏙옙(占쏙옙),monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6619
monster-190,1,占쏘쓰占쏙옙占쏙옙크,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6623
monster-191,1,占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6624
monster-192,1,占싹울링,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6625
monster-193,1,占쏙옙효,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6630
monster-194,1,占쏙옙타,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6631
monster-195,1,占식뤄옙치占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6635
monster-196,1,占썹날占실곤옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6636
monster-200,1,占쏙옙환占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6640
monster-201,1,占쏙옙환占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6641
monster-202,1,占쏙옙환占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6642
monster-203,1,占쏙옙환占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6644
monster-204,1,占쏙옙환占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6645
monster-213,1,占쌓몌옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6648
monster-214,1,占쏙옙占쏙옙占쏙옙 占시쇽옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6649
monster-215,1,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6650
monster-216,1,Single Stun,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6654
monster-217,1,Single Stun,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6656
monster-218,1,Rampage,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6658
monster-219,1,Incising,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6660
monster-220,1,Incising,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6662
monster-221,1,Multiple stun,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6664
monster-222,1,占쏙옙占쏙림,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6668
monster-223,1,占쏙옙占쌘쇽옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6670
monster-224,1,占싫몌옙 占쏙옙타,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6672
monster-225,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6675
monster-226,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6676
monster-227,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6677
monster-228,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6680
monster-229,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6681
monster-230,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6684
monster-234,1,占썸돌,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6686
monster-235,1,占식뤄옙치占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6689
monster-236,1,占식뤄옙치占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6692
